amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-13T00:00:00Z,Five Stars,5,1,I love this color. It is very comfortable to wear. And the sound quality is good.,0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-14T00:00:00Z,Four Stars,4,1,Perfect for the female gamer - very feminine - comfy fit and good sound.  Wireless too!,0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-14T00:00:00Z,they are great for the daily commuter,5,1,"I have one of those phones without an aux input. So I needed a pair of bluetooth headphones to listen to music when taking my trip later this month. This pair of headphones definitely does the trick. These are lightweight and foldable. In my opinion, they are great for the daily commuter.",0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-16T00:00:00Z,Comfy and colorful.,5,1,Another one bites the dust!  Just replaced another wired headphone with these Bluetooth headphones. My 13-year Old was pleased with them. I also tried them on and they are comfortable to wear-even with glasses in. The fold up for compact storage and were very simple to connect to my phone. She picked out the color. Fun bright colors to choose from. The battery will last several days with sporadic use.  We limit screen time so not sure exact battery life per charge but no complaints.,0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-24T00:00:00Z,Comfortable,5,1,"I'm hearing impaired and do almost all of my music listening with headphones. These are very comfortable and the sound is excellent. Battery time is very good, and I always charge them after using. So far they have lasted through my daily use without needed a recharge. They also connected to my cell phone without any problem. Would definitely recommend to my friends.",0
B07BCF19KB,"Bluetooth Headphones Over-Ear, RLERON Wireless Headsets, Computer...",22.98,2018-04-25T00:00:00Z,Great headphones. Good price,5,1,I got this for my daughter we love them. Great headphones.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-04-27T00:00:00Z,I was alreaady aware that they would not provide good arch support so that was not an issue,4,1,"I was alreaady aware that they would not provide good arch support so that was not an issue.  I love them, they are fun and very cleanable with bleach so that they will stay white",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2017-04-03T00:00:00Z,Four Stars,4,1,i like it,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-08-13T00:00:00Z,I didnt realize that their sold in mens size so ...,3,1,"I didnt realize that their sold in mens size so the firsy pair i got a half size larger but they wete to big as i wear 61/2, so the second pair came a 81/2, so ill just go to a store and make sure they fit.",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2017-08-25T00:00:00Z,Five Stars,5,1,Super,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-08-29T00:00:00Z,Two Stars,2,1,2 sizes too big.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-08-05T00:00:00Z,Five Stars,5,1,I just love them,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2018-01-31T00:00:00Z,Two Stars,2,1,masssive,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2017-01-07T00:00:00Z,They do run large,4,1,I just got these today so if I have any issues with them as I wear them more I will update this. The arrived well packaged and in perfect condition. They seem to be well made. I did order down half a size from what I normally wear and they still have some extra room. But they do seem comfortable so overall I am happy with them.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2017-01-09T00:00:00Z,Love the classics,5,1,Can't go wrong with classic converse sneakers.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-07-16T00:00:00Z,Five Stars,5,1,Perfect shoe,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-06-22T00:00:00Z,My favorite new Converse,5,1,These Converse were everything I expected.  The size was also what I expected - but I own other Converse - so I knew exactly what size to order. The quality was great.  They have held up well.  I love my Converse - and these white ones are fun with many different outfits.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-06-30T00:00:00Z,Five Stars,5,1,"Classic shoe design, never gets too old...",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-06-06T00:00:00Z,Like them.,5,1,I really like them.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-06-08T00:00:00Z,But still are good.,5,1,"I forgot Conveese run a little big, should have ordered a half size smaller.  But still are good.",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-03-15T00:00:00Z,Five Stars,5,1,Perfect. They run a half size large! I am a 6 and bought a 5.5 and they fit perfectly!!!,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2017-03-21T00:00:00Z,Four Stars,4,1,I love it,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-03-25T00:00:00Z,I can't wait to wear my shoes,5,1,I just received my shoes yesterday. They're super cute and can't wait to officially wear them.. I tried them on yesterday and they fit perfectly. The shipping was super fast.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-05-12T00:00:00Z,Five Stars,5,1,Great sneakers,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-05-09T00:00:00Z,Great shoes. However,4,1,"Great shoes. However, heads up that wearing them too long does leave blisters on the back of the foot around the ankle area .",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-11-01T00:00:00Z,"Almost perfect, but slightly disappointed",3,1,"Shoes fit a little large, and for some reason the Converse logo on the back of both shoes had a  permanent horizontal smudge line through the word ""Converse"".",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-11-22T00:00:00Z,As advertised.,5,1,As advertised. Good shoe.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-11-08T00:00:00Z,Favorite shoes.,4,1,Husbands favorite shoes for over 30 yrs.,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-11-08T00:00:00Z,Perfect!,5,1,Perfect have no complaints... fits perfectly and came in perfect condition! Love them!,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-10-02T00:00:00Z,Know how to size converse before buying. They got ...,5,1,Know how to size converse before buying. They got me right because I know how to order them. Google it,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-10-24T00:00:00Z,Four Stars,4,1,Good,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-10-27T00:00:00Z,Love them!,5,1,Just what I expected with a pair of converse!  Love them!,0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-09-12T00:00:00Z,"Awesome purchase, would definitely recommend",5,1,"Perfect fit! I'm a size 11 (womens) so I got a size 8M and it is perfect. I got an optical white, when it came it looked kinda off white, but when i wire them out in the sun, it's more like dazzling white! I would recommend this seller to any and everyone",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-09-13T00:00:00Z,but I'm sure they'll be fine. They are EXACTLY what I ordered and there ...,5,1,"I ordered these shoes on a Friday and got them the following Monday (Sunday technically but the post office rules, ya know?)! I tried them on and they fit perfectly, but I haven't had time to break them in, but I'm sure they'll be fine. They are EXACTLY what I ordered and there are no complications. Great product! Definitely recommend.",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-09-19T00:00:00Z,Chuck Taylors are Chuck Taylors,4,1,"Chuck Taylors are the same everywhere... once you know your size, you can buy anywhere. I buy 1/2 size larger and use supportive insoles as they provide NO support, but you know that if you wear them...Excellent buy on a Amazon Warehouse deal with messed up box, but perfect shoes. Well worth it!",0
B00V6JW5P2,Converse Chuck Taylor All Star Core Optical White M7652 Mens 11,42.99,2016-09-06T00:00:00Z,Five Stars,5,1,As expected and arrived as expected.,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-04-11T00:00:00Z,Five Stars,5,1,Excellent !!!,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-04-16T00:00:00Z,"They look cool, but toes stuck out through the end of ...",1,1,"They look cool, but toes stuck out through the end of the shoe after wearing them for two weeks. Do not buy.",0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-04-02T00:00:00Z,Four Stars,4,0,Best sneakers ever!,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-04-04T00:00:00Z,COMFORTABLE,5,1,My hisband LOVES these shoes!! He says they are like wearing socks with soles!! Wish they had more colors in atock in his size id swoop up more!!,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-04-05T00:00:00Z,Great pair of shoes,5,1,"Great pair of shoes, fits better than the Fila brand I ordered as well. Cushion could be a little better but overall they are Great!",0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-17T00:00:00Z,Two Stars,2,1,much narrower than expected and seemed smaller than most 12 shoes I have...i returned,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-18T00:00:00Z,Four Stars,4,1,Very lite foot fitgreat,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-19T00:00:00Z,Five Stars,5,1,"excellent fit, tru to size. Very comfortable and lightweight. will buy another pair in different color, maybe two.",0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-20T00:00:00Z,Great fit,5,1,Exactly what we were looking for. Great fit,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-21T00:00:00Z,Five Stars,5,1,Great pair of shoes.,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-23T00:00:00Z,Five Stars,5,1,I really like this shoes,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-23T00:00:00Z,Five Stars,5,1,very well made,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-27T00:00:00Z,Five Stars,5,1,Perfect,0
B071P9LW6J,"Under Armour Men's Threadborne Slingflex, Graphite (106)/Anthracite,...",99.99,2018-02-28T00:00:00Z,Five Stars,5,1,Awesome.. fit & pretty as expected.I may spend more money(over $110) if buy it in Korea.,0
